ASVID,C1B1F1,C1B1F2,C1B1F3,C1B2F1,C1B2F2,C1B2F3,C1B3F1,C1B3F2,C1B3F3,C1B4F1,C1B4F2,C1B4F3,C1B5F1,C1B5F2,C1B5F3,C1B6F1,C1B6F2,C1B6F3,C1B7F1,C1B7F2,C1B7F3,C1B8F1,C1B8F2,C1B8F3,C1B9F1,C1B9F2,C1B10F1,C1B10F2,C1B10F3,C1B11F1,C1B11F2,C1B11F3,C1B12F1,C1B12F2,C1B12F3,C2B1F1,C2B1F2,C2B1F3,C2B2F1,C2B2F2,C2B2F3,C2B3F1,C2B3F2,C2B3F3,C2B4F1,C2B4F2,C2B4F3,C2B5F1,C2B5F2,C2B5F3
ASV383,14,51,6,0,61,12,61,46,89,19,125,107,29,12,48,41,42,11,0,5,11,30,5,103,0,85,4,28,6,0,1,10,15,9,2,8,16,46,13,0,3,42,49,1,19,13,4,38,19,63
ASV384,9,2,0,62,36,25,14,6,84,27,31,56,86,0,33,18,72,76,3,0,93,122,34,0,37,13,5,32,19,0,2,0,84,20,1,20,41,31,45,2,35,45,0,0,68,2,0,4,7,38
ASV385,1,7,0,0,0,80,37,0,0,0,0,0,0,0,3,0,9,31,0,0,0,0,0,0,0,0,0,14,0,58,0,0,0,0,0,52,54,74,87,0,12,90,139,97,38,37,32,41,45,89
ASV386,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,69,0,95,0,0,310,1,79
ASV387,15,18,0,0,0,6,54,14,0,16,39,32,0,3,16,106,11,26,8,0,48,62,1,60,76,65,9,37,18,7,68,70,13,29,0,21,38,22,12,0,7,39,8,26,29,8,11,17,12,45
ASV388,25,0,0,58,0,110,13,0,49,19,11,77,32,50,0,0,12,94,28,0,45,44,43,58,23,0,9,0,29,0,42,14,21,24,0,26,14,3,25,2,11,33,100,23,0,0,1,2,6,13
ASV389,7,6,1,10,2,110,35,3,138,85,40,0,4,90,14,0,20,0,0,0,97,0,0,0,8,0,58,17,92,109,0,56,0,6,1,16,23,0,0,4,29,20,90,4,0,12,0,58,4,0
ASV390,15,0,0,0,0,0,0,0,0,0,0,0,80,79,12,220,60,0,0,42,76,0,57,0,0,0,0,35,0,0,0,0,0,9,0,7,16,58,26,0,0,2,56,0,3,38,0,11,54,0
ASV391,42,23,4,114,40,36,20,59,5,107,11,46,13,47,68,0,0,0,0,4,40,0,46,0,3,0,32,25,85,129,0,0,22,32,0,9,2,22,27,0,0,15,12,22,19,1,5,12,2,0
ASV392,7,9,2,70,3,62,44,30,7,0,32,33,12,25,18,0,53,80,1,63,1,202,0,17,0,47,8,40,0,0,5,0,14,9,0,30,77,11,25,0,15,48,18,21,7,15,11,15,11,1
ASV393,2,0,0,0,0,0,1183,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,6,0,0
ASV394,7,7,1,20,39,0,39,18,12,42,15,29,9,4,13,51,1,35,6,21,48,103,22,103,28,42,0,19,15,9,1,40,6,9,0,56,44,32,26,0,6,2,18,47,42,7,1,15,41,71
ASV395,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,31,0,0,4,0,0,33,0,1,25,0,3,0,14,0,0,0,0,0,61,108,20,136,12,16,128,45,134,21,32,8,64,60,19
ASV396,20,33,0,9,79,0,25,0,16,0,1,71,68,32,35,0,1,2,9,0,0,132,108,1,0,3,83,52,20,0,0,25,0,0,1,0,46,63,6,0,0,6,105,6,110,0,1,6,4,0
ASV397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV398,58,12,0,0,69,0,28,33,33,238,0,83,0,56,0,0,0,0,3,0,0,0,0,0,0,61,13,58,86,0,115,0,40,0,0,26,46,21,64,0,6,0,23,0,13,14,0,43,0,12
ASV399,17,40,0,4,23,17,11,90,15,2,0,11,0,18,52,3,27,0,30,0,0,129,73,11,0,0,0,0,0,111,0,0,109,0,0,81,42,14,31,0,0,0,0,62,0,37,1,92,0,15
ASV400,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,907,112,142,0,0,5,0,0,0,0,0,0,0,14,21,0,2,0,0,0,0,0,0
ASV401,0,1,0,0,0,19,59,33,46,0,0,0,0,1,0,0,0,0,0,0,1,91,0,35,2,0,0,0,0,0,1,0,2,0,0,17,390,376,6,0,0,19,0,11,0,69,0,5,32,0
ASV402,18,0,0,0,19,0,5,22,118,22,69,38,20,20,0,0,29,130,0,112,13,0,0,9,0,11,0,9,0,83,42,64,46,63,1,25,22,46,30,4,0,14,26,0,40,0,2,81,0,0
ASV403,6,25,8,49,57,57,62,0,47,0,7,23,48,10,13,0,45,0,8,24,0,92,32,3,22,39,16,27,95,0,48,7,50,1,2,39,75,0,26,6,13,3,9,10,4,21,1,35,18,9
ASV404,0,0,0,0,0,0,0,35,77,21,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,129,48,72,42,7,26,21,97,80,111,8,5,88,86,145
ASV405,2,59,1,0,0,82,34,32,0,15,21,123,0,11,15,0,0,0,0,22,0,0,0,64,0,36,145,1,42,3,0,26,0,1,0,38,1,40,27,0,29,72,17,95,12,0,3,98,12,67
ASV406,1,250,0,0,18,9,0,0,0,17,0,0,0,0,0,0,0,49,0,10,0,0,609,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,14,0,114,0,12,4,0,0,0
ASV407,21,0,0,0,0,0,41,44,26,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,15,679,0,0,0,0,1,0,0,83,0,0,0,0,1,0,36,1,16,0,30,37,13,0,0,0
ASV408,1,0,0,0,2,20,66,0,0,26,123,27,0,4,0,0,0,0,0,0,0,0,34,45,0,25,0,0,37,0,104,0,45,61,0,27,84,0,38,0,12,21,66,0,42,0,3,0,26,69
ASV409,14,34,3,0,9,2,0,18,0,17,26,30,36,70,0,0,21,112,1,0,0,0,0,0,0,0,70,55,25,0,0,43,72,16,0,49,35,40,59,4,12,2,159,43,73,13,0,8,59,3
ASV410,2,0,0,121,60,4,0,9,55,0,474,21,0,16,1,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,0,0,0,32,0,0,0,2,0,0,0,0,0
ASV411,0,7,1,1,122,0,64,0,0,21,0,120,6,0,24,106,54,30,3,7,32,0,11,162,30,5,8,28,32,0,0,0,0,99,2,6,6,20,21,12,0,3,0,8,0,0,5,27,21,0
ASV412,0,28,0,33,0,20,0,31,3,77,10,40,9,10,45,0,83,11,0,38,54,30,0,41,34,1,0,0,20,32,11,49,2,41,0,5,14,81,63,1,0,28,5,1,0,38,4,21,22,28
ASV413,11,5,0,1,45,0,4,66,0,0,0,40,1,21,93,23,77,0,0,0,0,1,49,2,22,31,11,0,17,7,110,69,0,53,1,39,27,36,5,2,22,43,2,0,0,0,8,9,20,16
ASV414,7,24,1,6,18,6,11,5,65,40,6,1,44,59,7,0,1,97,1,19,60,0,0,33,2,2,32,0,16,3,25,20,0,8,0,58,14,38,44,4,29,64,2,72,54,22,1,37,20,67
ASV415,33,35,0,19,10,4,19,16,25,98,17,6,49,34,19,0,10,20,0,13,0,1,136,0,8,11,0,20,24,53,133,1,13,20,0,45,3,25,14,3,29,29,47,28,43,7,0,41,20,18
ASV416,22,51,2,17,5,66,65,44,12,4,49,4,1,16,9,0,57,89,34,46,0,4,92,2,44,0,0,4,7,0,47,0,0,28,0,11,7,30,2,0,30,6,48,67,16,0,0,32,20,6
ASV417,1,0,0,0,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,109,39,0,0,0,0,0,0,0,6,2,104,305,10,0,107,1,54,13,5,0,135,79,5
ASV418,25,10,1,2,35,12,10,43,2,4,64,28,49,8,18,9,122,2,13,5,1,118,17,4,20,0,0,10,12,2,49,12,57,35,1,12,1,22,21,6,11,2,24,6,9,19,2,18,19,39
ASV419,0,40,1,47,33,92,26,54,16,1,0,0,0,13,1,166,0,56,4,0,0,131,107,0,0,49,0,10,31,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,48,8,1,43,1,0
ASV420,15,20,3,21,22,0,8,3,116,12,2,9,11,3,16,28,104,7,0,0,24,0,14,1,0,56,38,102,26,0,85,143,0,6,0,13,12,2,10,0,7,0,0,17,6,12,2,31,4,2
ASV421,15,33,1,10,12,0,29,32,14,55,16,13,43,26,16,60,24,130,1,36,24,1,99,0,0,13,15,2,60,0,39,27,1,6,0,12,27,39,3,3,0,18,43,9,1,41,0,5,24,104
ASV422,0,64,0,14,3,0,0,29,87,89,0,7,68,3,4,0,40,16,0,0,1,310,27,3,0,0,0,0,0,37,0,0,1,0,0,0,45,1,0,0,0,0,1,6,0,25,0,11,67,65
ASV423,2,67,0,27,28,0,16,12,66,13,38,39,5,4,15,24,3,17,4,28,50,99,2,0,0,19,0,30,15,0,1,37,2,74,7,14,25,18,39,3,1,0,26,17,7,34,1,9,0,52
ASV424,3,6,1,7,0,0,0,0,0,0,0,0,50,0,0,127,0,126,53,0,0,0,0,68,72,0,360,0,178,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV425,20,0,9,0,0,0,9,0,34,52,137,14,132,1,0,0,35,0,4,145,0,26,0,0,0,22,0,1,58,0,67,69,20,1,0,0,14,9,20,0,0,9,0,0,8,0,5,29,8,0
ASV426,19,35,0,24,82,2,17,9,11,0,98,45,7,22,5,82,27,0,37,11,13,11,16,27,0,28,9,13,2,0,0,77,7,3,0,27,1,0,0,0,8,69,7,18,40,0,3,34,0,44
ASV427,9,3,0,8,15,1,41,52,35,2,8,1,4,13,14,0,5,209,3,7,3,0,40,33,29,92,4,1,0,80,1,0,34,4,1,105,2,26,18,0,4,20,25,27,5,3,0,13,14,4
ASV428,0,40,0,22,0,21,0,0,0,0,29,7,0,26,26,22,73,0,0,0,88,21,0,97,63,0,67,121,91,0,0,0,25,0,0,1,0,38,0,0,0,0,0,0,50,39,0,13,57,0
ASV429,15,5,1,2,47,8,31,0,53,7,22,0,67,0,0,159,3,1,5,0,26,1,32,15,0,49,69,28,3,62,16,75,0,25,0,0,33,0,23,0,38,39,0,12,1,15,22,21,11,51
ASV430,9,48,0,30,2,10,0,3,6,0,9,4,13,21,9,25,31,17,0,104,216,0,49,1,5,15,1,14,9,15,51,0,1,59,0,49,37,15,3,0,2,39,52,0,0,6,3,37,14,2
ASV431,0,837,0,0,0,0,0,26,0,33,0,0,0,26,0,0,0,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165,0,0,0,0,0,0,12
ASV432,2,4,0,10,0,8,3,0,22,69,47,0,0,10,1,107,76,0,9,0,9,0,49,81,50,30,3,5,4,0,3,0,4,30,0,14,15,9,41,0,27,29,3,54,23,12,2,16,35,0
ASV433,21,17,1,2,75,49,0,0,0,0,58,0,0,0,0,0,0,15,0,0,0,0,0,216,0,0,0,0,0,0,422,11,12,0,0,0,0,0,55,0,47,35,0,0,0,0,8,0,5,0
ASV434,5,74,5,0,22,14,31,25,3,0,0,0,0,40,38,20,7,0,3,0,8,29,52,70,83,0,1,10,11,0,5,0,46,36,0,0,44,61,5,0,23,26,31,32,15,0,0,40,33,32
ASV435,20,35,0,0,46,8,11,59,10,0,44,44,49,47,15,0,6,102,0,0,4,6,16,0,0,2,19,0,2,42,0,38,66,36,2,10,17,8,1,0,2,46,0,0,7,26,0,1,9,23
ASV436,16,10,1,10,6,59,3,36,7,60,1,26,31,24,7,0,32,39,1,111,0,209,2,17,0,13,19,32,11,29,0,14,24,26,4,9,2,27,9,8,0,8,21,35,0,0,0,28,3,3
ASV437,20,30,0,7,0,41,0,6,0,33,3,49,0,27,0,0,0,21,0,26,0,0,62,39,0,28,83,21,104,90,0,42,0,39,0,8,5,43,44,0,0,0,36,40,0,1,1,45,9,93
ASV438,12,3,0,15,0,14,4,0,66,34,13,8,3,68,30,0,0,3,4,4,0,0,31,1,6,179,1,4,0,2,58,15,144,65,0,18,46,0,35,3,1,42,42,16,13,1,0,0,0,1
ASV439,16,51,0,10,14,0,47,0,14,39,41,15,0,7,7,0,0,0,0,0,0,0,14,0,0,66,101,25,0,0,36,16,0,7,0,27,39,30,43,4,24,86,44,29,53,9,10,53,38,18
ASV440,13,40,0,13,0,85,133,0,138,2,0,0,0,0,0,22,0,0,0,0,0,168,0,0,2,0,0,0,130,0,0,0,0,0,5,0,38,4,0,4,0,0,0,34,0,103,0,0,0,0
ASV441,0,10,0,17,0,0,109,24,2,23,12,1,1,30,34,0,0,0,0,0,0,8,7,0,36,99,79,0,26,3,0,82,18,78,0,4,5,1,0,0,22,0,20,78,39,0,0,8,1,22
ASV442,22,0,1,1,3,5,5,37,5,1,32,0,6,6,12,33,25,107,3,0,5,0,4,9,30,0,39,24,1,1,20,54,73,17,0,0,85,25,11,2,5,20,20,120,4,2,0,11,43,17
ASV443,0,55,0,1,68,8,0,0,0,11,34,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,154,0,0,623,0,0,0,0,0,0,0,5,0
ASV444,0,49,0,130,66,56,9,0,110,24,10,0,167,149,21,0,0,0,0,57,0,0,0,0,2,0,0,29,0,214,0,0,27,0,0,8,37,27,0,0,36,1,0,7,24,0,0,10,33,4
ASV445,0,0,0,52,50,80,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,223,0,0,0,25,0,0,0,0,0,0,0,0,0
ASV446,1,0,0,0,34,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,953,0,0,0,0,0,1,0,0,0,56,0,1,18,0,8,7,2,0,0,0,0,2,0,0,0,0,0,0,0
ASV447,25,8,1,13,118,21,57,26,18,8,9,51,5,45,59,0,37,65,7,23,38,0,73,18,3,19,33,11,15,0,19,0,0,0,0,9,34,3,73,3,2,19,2,21,24,13,2,37,6,4
ASV448,3,1,0,0,120,0,10,45,31,61,17,67,5,29,36,0,1,0,2,0,1,30,18,112,45,110,22,247,25,0,0,0,7,42,0,11,23,7,13,1,0,0,0,70,5,1,12,27,35,4
ASV449,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,720,40,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV450,40,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,9,5,1,1,893
ASV451,35,10,2,0,9,17,17,2,8,0,0,45,12,4,22,87,0,20,0,88,31,47,140,41,16,10,0,22,4,0,24,0,75,0,0,0,0,12,10,0,0,10,64,37,0,16,0,30,0,60
ASV452,1,9,2,0,16,234,250,0,55,87,0,0,16,0,120,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,4,0,17,0,0,0,0,65,51,0,4,1,0,0,2,0
ASV453,22,23,0,1,7,0,1,15,10,2,32,62,37,61,26,7,14,8,0,1,90,27,52,93,9,54,12,4,45,1,9,13,43,7,3,0,7,24,33,0,0,46,0,58,36,23,0,35,53,1
ASV454,7,44,0,7,4,74,0,0,0,0,12,40,6,67,45,0,75,142,0,73,0,0,38,25,18,28,76,34,0,6,0,6,17,26,1,25,80,67,43,3,0,2,58,1,16,0,2,4,38,59
ASV455,25,0,1,42,34,0,26,38,0,32,0,32,0,47,21,0,0,15,2,0,90,143,47,0,0,0,100,23,0,113,0,21,41,7,0,0,24,0,2,0,11,20,0,17,25,2,0,10,0,25
ASV456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,126,0,0,0,0,0,2,0,236,160,256
ASV457,9,38,2,7,100,20,0,44,110,0,56,2,4,7,6,0,4,31,4,0,7,1,7,115,4,78,45,33,3,0,0,1,34,31,0,2,34,32,73,0,0,12,33,21,26,5,2,34,7,5
ASV458,9,77,0,0,0,3,14,3,231,56,253,0,0,3,0,0,0,0,0,0,344,0,0,0,0,0,0,0,139,14,0,0,6,0,1,0,0,0,0,0,0,42,5,21,0,0,0,0,0,116
ASV459,6,19,2,36,22,0,0,34,29,47,0,1,32,12,49,2,39,1,0,58,65,84,1,113,15,9,45,10,47,42,0,13,5,0,2,0,18,17,0,0,3,31,76,4,0,30,7,34,27,111
ASV460,49,0,0,0,67,0,0,0,0,19,38,62,0,21,5,0,6,0,1,226,19,217,62,46,13,0,0,62,0,0,15,0,3,23,0,33,6,78,42,0,20,0,39,13,7,0,4,0,24,33
ASV461,121,174,4,9,9,3,6,4,0,18,6,5,33,16,6,0,22,0,16,15,3,11,85,0,23,43,7,30,40,0,0,1,8,92,1,28,24,52,0,0,13,20,7,16,1,10,2,29,16,36
ASV462,22,7,2,41,0,0,42,50,14,59,57,18,0,43,6,0,83,0,0,0,0,0,0,0,0,55,0,96,69,0,0,0,0,32,0,7,45,22,0,0,18,0,0,17,15,0,18,6,14,45
ASV463,8,22,7,27,12,26,28,29,5,6,29,31,4,3,31,0,40,174,25,0,11,24,1,0,10,17,24,20,0,24,36,1,0,13,0,9,10,1,18,0,0,28,37,5,0,0,4,7,4,84
ASV464,1,68,0,28,136,46,273,31,517,0,2,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,32,374,6,12,10,6,35,0,61,0,22,0,1,0,46,20,8,23,1,2,0,0,0
ASV465,17,42,0,6,2,13,9,18,22,5,61,11,0,8,0,1,4,0,9,56,0,91,0,0,0,17,49,2,69,0,42,124,0,35,0,3,73,27,0,0,1,3,31,6,2,0,1,12,4,14
ASV466,1,37,0,0,0,11,0,0,0,2,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,82,13,0,90,22,17,111,35,1,28,57,2,202,29,22
ASV467,0,79,0,27,55,0,0,0,27,28,0,0,3,25,9,0,111,0,0,0,0,0,0,0,1,479,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,1,18
ASV468,8,1,0,6,4,0,0,37,36,0,11,25,0,33,0,0,15,26,0,0,0,0,23,2,0,0,3,0,17,0,84,0,43,12,0,7,41,8,27,1,9,13,66,14,33,31,11,34,30,45
ASV469,0,0,1,50,0,0,0,9,118,1,17,0,0,0,18,0,0,9,11,156,0,0,127,0,43,52,111,0,0,0,0,54,9,36,0,0,73,0,2,7,4,23,0,11,0,0,0,0,8,0
ASV470,0,30,2,14,0,1,103,0,18,72,31,0,0,0,50,0,0,0,0,0,0,0,0,0,0,155,0,83,0,164,0,0,28,73,0,5,0,0,10,1,0,42,0,31,4,2,0,0,0,0
ASV471,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,135,1,0,0,0,1,0,2,253,249,0,298,81,0,0,0,0
ASV472,32,61,0,65,3,6,51,1,0,53,8,12,83,19,22,19,33,7,4,0,42,27,0,31,11,15,56,0,24,39,12,18,0,30,0,19,3,30,2,0,0,2,9,43,39,0,2,8,7,18
ASV473,12,13,0,4,0,0,6,0,23,2,13,2,2,1,11,0,0,0,3,100,36,10,40,147,0,47,0,6,33,62,55,0,0,70,0,25,102,0,0,0,0,15,0,0,8,8,0,0,0,15
ASV474,0,32,0,0,0,44,19,0,117,0,0,0,27,0,0,0,53,0,68,182,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,95,0,0,0,0,0,1,0,0,0,0,0,0,59
ASV475,3,7,0,0,17,0,95,1,26,0,14,7,0,15,13,0,50,0,2,91,81,1,28,0,0,0,75,2,0,0,0,72,85,154,0,1,0,0,15,6,6,2,16,7,0,16,1,39,0,0
ASV476,21,38,0,7,1,20,0,31,46,38,91,6,17,28,13,0,0,145,0,1,21,99,0,32,11,2,0,2,20,37,1,51,0,24,0,14,7,4,2,1,1,20,20,18,4,13,0,0,0,0
ASV477,27,0,2,0,8,0,20,0,0,19,0,1,35,0,61,0,0,0,0,0,0,0,0,0,27,0,3,14,0,0,0,0,0,3,0,33,43,110,24,0,58,55,47,40,0,77,1,46,80,55
ASV478,10,55,2,0,192,23,32,43,0,1,0,0,0,4,17,0,0,2,8,0,32,69,0,0,9,14,0,24,31,32,41,0,0,0,0,0,24,5,43,0,0,14,0,43,0,1,0,8,6,2
ASV479,8,1,0,0,24,30,19,31,13,26,61,1,47,32,19,20,0,120,2,49,6,0,1,24,1,0,33,2,0,28,64,7,0,15,0,11,48,16,8,0,0,5,28,17,0,0,2,1,2,50
ASV480,62,0,5,0,0,0,0,0,99,0,0,0,0,0,56,0,0,0,14,0,0,65,0,0,72,0,129,0,0,0,0,0,0,14,3,0,0,20,0,0,0,0,0,79,0,0,0,3,0,238
ASV481,0,0,0,0,58,0,0,0,27,0,0,1,0,0,0,0,7,0,0,126,0,0,0,0,0,0,0,0,0,0,0,10,647,0,0,23,4,0,0,0,0,5,0,0,0,0,0,1,23,0
ASV482,574,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV483,0,0,0,0,0,0,0,0,10,0,0,16,0,92,22,0,0,0,0,0,0,80,27,52,0,0,0,2,0,0,37,0,0,53,0,15,0,25,0,0,19,0,0,182,0,128,2,47,53,0
ASV484,14,31,1,0,0,1,71,5,0,5,87,0,20,19,21,0,0,10,8,44,73,0,0,129,0,0,0,19,14,6,0,96,19,3,1,0,3,34,92,0,12,16,2,33,10,7,1,11,11,57
ASV485,0,11,0,0,45,0,0,0,0,7,101,18,0,76,31,0,0,111,3,0,0,0,26,132,0,127,5,27,0,0,0,0,12,0,0,0,4,3,28,0,18,0,24,0,8,26,0,0,42,74
ASV486,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,266,0,0,163,0,0,0,201,187,3,0,88,3,0,0,0,21,0,0,0,0,0,0,1,6
ASV487,3,0,0,0,0,2,0,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,0,0,16,294,25,259,0,0,158,0,13,0,51,0,7,29,44
ASV488,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,109,0,0,0,8,0,0,0,36,53,80,74,2,41,25,143,22,56,39,3,85,40,21
ASV489,749,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
ASV490,11,15,1,0,0,0,0,0,0,0,0,5,63,67,13,0,0,12,2,0,43,0,0,0,0,0,3,44,18,0,0,0,0,0,0,251,69,7,42,10,33,50,24,79,54,2,0,14,37,9
ASV491,1,12,3,36,3,17,30,9,0,1,0,0,33,17,29,0,48,69,1,0,2,41,21,89,10,23,2,2,0,28,9,68,0,15,1,0,2,0,10,0,2,4,11,52,6,0,1,1,0,44
ASV492,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,15,0,0,129,183,0,17,2,48,0,0,146,0,0,0,0,0,27,63,228,0,3,17,0,0,0,0,0,0,28,0,0
ASV493,1,23,7,83,23,6,0,36,13,1,30,40,0,42,18,20,21,103,4,2,9,2,4,1,42,23,1,0,2,2,0,11,0,38,0,0,33,1,46,1,7,6,21,73,7,21,0,28,18,2
ASV494,47,28,4,12,15,0,72,6,7,24,0,8,53,30,5,19,4,16,1,19,9,18,2,24,9,5,32,13,1,3,28,6,93,43,2,31,35,24,9,1,10,12,58,17,7,0,9,2,1,16
ASV495,0,52,2,2,4,12,80,14,19,30,0,15,37,20,4,0,5,20,18,0,0,0,0,0,14,58,80,0,12,21,0,111,0,130,0,28,3,44,0,0,0,24,11,0,3,3,10,19,10,54
ASV496,23,31,3,15,22,16,1,2,141,58,0,5,0,79,0,0,21,10,0,88,0,0,0,31,0,18,0,0,0,0,1,78,10,0,4,0,1,0,24,0,0,3,1,21,0,2,0,37,0,24
ASV497,9,12,1,69,34,1,6,12,32,37,2,0,0,33,12,139,17,10,0,0,31,0,26,30,0,146,51,0,0,0,0,15,8,1,0,2,0,1,29,1,14,12,6,0,8,13,5,30,0,51
ASV498,37,0,0,0,0,0,1,0,0,0,3,0,11,0,0,0,0,0,0,1,0,243,0,0,0,0,228,0,0,173,0,0,0,0,0,0,0,1,14,0,0,0,0,0,185,18,16,0,0,0
ASV499,21,31,0,12,95,42,1,11,20,27,21,25,16,0,11,43,13,4,0,4,0,8,0,0,0,0,2,0,27,32,0,0,4,7,0,61,1,9,10,1,0,33,0,59,28,2,3,3,0,7
ASV500,11,0,0,0,18,23,0,30,25,77,1,1,75,25,3,96,0,0,0,22,54,0,0,10,11,96,0,2,0,0,15,0,23,0,0,1,12,3,0,1,15,18,34,26,3,1,2,15,17,23
ASV501,5,17,0,2,0,88,0,8,44,0,13,0,128,1,17,0,5,1,0,0,29,33,0,0,31,0,103,0,0,0,0,76,0,75,0,79,41,2,0,0,16,11,0,0,0,0,0,52,0,22
ASV502,1,21,3,27,0,0,0,11,34,0,0,26,0,6,0,0,0,8,1,0,1,21,0,0,0,29,0,46,3,0,0,79,0,27,0,25,1,40,34,0,21,49,12,7,50,4,0,13,6,70
ASV503,0,9,0,18,12,3,41,25,8,5,1,11,101,8,36,23,0,20,5,34,43,0,8,17,0,0,7,25,2,0,2,71,7,7,0,10,21,21,12,0,6,15,49,27,1,39,0,8,49,5
ASV504,38,0,4,37,29,0,0,1,64,0,0,7,7,17,4,0,0,21,3,0,112,0,23,0,0,118,0,87,34,0,0,0,0,0,0,0,70,40,7,0,0,31,9,0,0,0,6,10,0,50
ASV505,0,0,0,0,7,0,0,72,0,0,0,31,128,0,0,0,89,0,0,83,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,3,35,0,0,36,51,0,22,0,1,0,50,35
ASV506,7,35,1,37,2,1,7,21,29,6,17,9,12,38,7,39,31,23,1,12,0,28,22,31,12,85,8,7,8,16,22,11,32,25,0,3,4,17,9,1,5,29,5,30,2,6,2,22,20,26
ASV507,31,0,0,73,34,72,10,27,73,44,10,2,79,6,14,0,0,13,10,24,38,5,77,16,21,104,0,0,8,20,10,2,0,8,0,3,12,4,50,0,0,36,13,29,1,17,1,1,20,1
ASV508,31,0,2,34,0,0,30,36,2,3,70,25,0,3,43,0,26,74,11,0,0,92,8,3,26,0,18,0,0,98,18,0,0,0,0,0,9,61,68,0,27,22,44,35,0,3,0,36,58,58
ASV509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV510,0,0,0,1,120,0,0,0,0,0,0,5,0,192,0,0,5,0,0,11,0,0,0,0,0,0,223,0,1,0,137,0,0,0,0,0,0,36,0,0,0,0,0,0,15,0,0,0,0,0
ASV511,4,6,1,20,19,0,0,0,53,32,13,19,46,23,44,0,0,0,2,0,0,46,35,0,13,5,0,34,0,66,46,19,35,0,0,7,9,32,5,0,12,25,62,34,12,5,8,27,12,0
